Last_Name,First_Name,Date_of_Survey,Age,NPS_Scale,NPS_With_Decimal
West,Abraham,7/16/2021,95,10,10
Chapman,Ada,8/23/2022,83,8,8.1
Carter,Daryl,9/16/2020,100,8,8.3
Hunt,Elian,11/15/2021,99,9,9.5
Murray,Amy,7/3/2020,98,8,8.1
Watson,Roman,5/25/2020,90,8,8.4
Johnson,Belinda,11/30/2021,91,9,9.6
Morgan,Tyler,10/6/2021,97,9,9
Thompson,Tara,3/28/2021,88,9,9.1
Gray,Kristian,2/19/2020,80,9,9.9
Taylor,Melanie,1/14/2022,87,9,9.6
West,December,4/8/2022,88,0,0.1
Douglas,Alexia,9/18/2022,89,6,6.4
Hawkins,Ashton,12/5/2020,82,10,10
Phillips,Nicholas,4/28/2021,90,9,9.8
Gibson,December,7/4/2022,97,9,9.7
Howard,Darcy,4/9/2021,80,9,9.9
Montgomery,Byron,7/23/2022,84,10,10
Cunningham,Dainton,6/18/2021,91,9,9.5
Harris,Chester,8/28/2021,81,7,7.8
Thomas,Myra,7/10/2022,90,9,9.1
Ross,Luke,9/8/2022,87,9,9.7
Thomas,Anna,12/18/2019,83,10,10
Wells,Rubie,6/9/2021,94,0,0.1
Cameron,Vincent,4/9/2020,85,9,9
Barnes,Lana,5/31/2022,91,8,8.5
Barnes,Kelvin,11/12/2021,87,8,8.4
Davis,Kate,11/30/2019,80,9,9.4
Grant,Miller,7/13/2020,99,9,9.6
Tucker,Dexter,8/20/2021,81,8,8.7
Elliott,Annabella,4/27/2021,89,9,9.3
Kelley,Dexter,9/9/2021,89,9,9.6
Anderson,Rosie,8/11/2021,92,8,8.7
Riley,James,1/30/2020,92,8,8.9
Johnson,Lucy,5/20/2022,98,10,10
Owens,Adrianna,12/21/2019,100,9,9.1
Cameron,Jacob,7/24/2020,94,9,9.4
Walker,Chester,6/11/2021,85,9,9.9
Tucker,Tara,3/13/2020,97,10,10
Thomas,George,3/24/2021,99,8,8.5
Hall,Evelyn,3/26/2020,84,8,8.4
Andrews,Ted,4/24/2022,94,9,9.3
Perry,Andrew,5/9/2022,98,9,9.4
Richardson,Sam,6/27/2022,84,8,8.4
Wells,Victoria,5/30/2022,93,8,8.6
Brooks,Rebecca,7/29/2021,85,9,9
Farrell,Vanessa,4/27/2022,87,9,9.9
Reed,Blake,7/30/2021,80,9,9.2
Tucker,Victoria,1/10/2020,82,10,10
Morris,Steven,1/18/2020,90,8,8.2
Bailey,Briony,1/10/2020,82,10,10
Hill,Daisy,2/15/2020,85,9,9.6
Ellis,Alford,5/25/2022,98,10,10
Hawkins,Adison,11/19/2021,91,9,9.4
Howard,Sawyer,5/2/2020,92,10,10
Craig,Jessica,6/23/2020,87,8,8.2
Kelly,Melissa,1/17/2021,88,8,8.9
Lloyd,Freddie,10/1/2020,98,9,9.1
Parker,Camila,3/9/2022,82,9,9.5
Cameron,Kelvin,3/30/2022,82,9,9.6
Casey,Paul,3/9/2021,82,8,8.7
Douglas,Maria,5/6/2021,86,9,9.4
Ferguson,Andrew,1/30/2020,89,9,9
Harris,Samantha,1/6/2021,86,9,9.8
Holmes,Maximilian,9/22/2021,90,9,9.2
Turner,Sophia,4/17/2021,92,9,9.5
Casey,Isabella,3/4/2020,95,10,10
Campbell,Alisa,10/29/2021,83,10,10
Payne,Daisy,8/14/2021,80,8,8.5
Hamilton,Julia,6/28/2021,94,9,9.5
Ferguson,Stella,11/23/2021,90,9,9.5
Edwards,Abigail,8/14/2020,82,10,10
West,Kelsey,8/6/2020,94,9,9.4
Baker,Jessica,5/29/2021,83,9,9.8
Fowler,Thomas,1/10/2020,96,9,9.2
Tucker,Adrianna,8/7/2021,85,10,10
Moore,Lydia,6/4/2020,98,10,10
Carter,Nicole,6/28/2022,85,9,9.5
Walker,Antony,3/5/2020,91,9,9.2
Andrews,Edwin,9/4/2022,93,0,0.3
Hawkins,Steven,5/3/2020,82,10,10
Holmes,Oliver,9/20/2020,89,9,9.4
Wright,Melissa,4/30/2022,97,9,9.9
Morris,Michelle,11/25/2020,81,8,8.6
Harrison,William,11/1/2021,90,9,9.5
Sullivan,Lydia,12/9/2020,85,8,8
Nelson,Fenton,11/14/2020,99,9,9
Gray,Julia,12/25/2020,97,8,8.4
Ryan,Elian,2/18/2020,100,8,8.3
Andrews,John,12/15/2021,89,9,9.2
Nelson,Kellan,7/5/2020,100,8,8.8
Perkins,Samantha,6/16/2020,82,8,8.4
Barrett,Lenny,12/24/2019,82,8,8.7
Dixon,Joyce,2/16/2022,92,9,9.7
Ryan,Caroline,11/15/2021,84,9,9.4
Grant,Samantha,10/9/2021,87,10,10
Wilson,Dexter,1/22/2021,83,9,9.5
Perkins,Tyler,10/1/2022,83,9,9.8
Brown,Nicholas,11/2/2019,86,9,9
Carter,Edith,1/23/2021,96,8,8.1
Cunningham,Deanna,6/22/2020,97,9,9.2
Dixon,Natalie,10/20/2021,81,9,9.9
Gray,Justin,9/3/2021,97,9,9.7
Adams,Amy,9/24/2022,95,8,8
Henderson,Chelsea,4/13/2020,100,9,9.5
Ellis,Rafael,2/26/2020,80,10,10
Hill,Jared,8/7/2021,82,10,10
Carter,Ashton,3/6/2022,93,8,8.7
Ferguson,Audrey,4/29/2020,88,9,9.8
Wright,Clark,5/4/2021,93,10,10
Sullivan,Mike,3/19/2020,93,9,9.8
Barnes,Edwin,3/4/2021,88,9,9.2
Hamilton,Kelvin,3/6/2020,97,9,9
Kelly,Oliver,6/26/2020,92,9,9
Stevens,Stella,2/11/2020,81,10,10
Campbell,Chloe,4/30/2021,84,10,10
Ferguson,Camila,11/23/2020,86,10,10
Craig,Camila,2/19/2021,86,9,9.9
Ross,Caroline,5/30/2020,82,9,9.9
Mason,Sabrina,11/12/2021,95,10,10
Ross,Kimberly,12/4/2020,85,9,9.8
Davis,Miley,8/15/2021,87,9,9.4
Howard,Walter,9/20/2022,100,10,10
Foster,Naomi,9/28/2021,95,9,9
Jones,Alexander,11/12/2020,87,9,9.8
Walker,Kirsten,6/17/2022,95,8,8.7
Allen,Jessica,12/13/2021,100,8,8
Cameron,Eric,9/10/2021,85,9,9.2
Alexander,Julian,3/21/2021,89,8,8.2
Farrell,Belinda,4/6/2020,97,0,0.6
Walker,George,1/27/2022,90,9,9.3
Farrell,Emma,5/10/2021,87,9,9.2
Fowler,David,7/31/2021,89,8,8
Kelley,Reid,1/28/2022,93,9,9.3
Robinson,Rosie,4/4/2020,92,9,9.8
Campbell,Kate,1/14/2022,94,8,8.6
Tucker,Kellan,6/4/2020,80,9,9.1
Foster,Tony,7/30/2021,92,9,9.5
Walker,Arianna,1/26/2020,92,10,10
Casey,Brad,5/4/2021,85,8,8.5
Robinson,Brianna,5/5/2022,97,9,9.3
Harrison,Sam,8/5/2022,81,9,9.4
Wright,Samantha,4/3/2021,91,9,9.8
Robinson,Melanie,3/24/2021,88,7,7.5
Barrett,Charlotte,1/20/2022,84,9,9.9
Cunningham,Elian,5/17/2020,83,9,9.6
Phillips,Arnold,5/22/2022,86,9,9.3
Miller,Chester,11/27/2019,82,8,8.5
Taylor,Camila,12/20/2021,85,8,8.7
Tucker,Adele,11/18/2020,90,9,9.4
Morris,Vincent,12/6/2021,80,9,9.6
Richards,Rosie,11/2/2021,93,8,8.7
Harris,Wilson,8/15/2021,85,10,10
Clark,Sofia,5/27/2020,96,9,9.5
Wells,Patrick,9/25/2022,81,9,9.1
Foster,Walter,4/18/2022,85,9,9.2
Evans,Patrick,4/28/2020,95,10,10
Morgan,Wilson,5/14/2022,93,9,9.5
Carroll,Abraham,6/10/2021,92,8,8.3
Barrett,Florrie,4/5/2021,80,0,0.5
Harris,Lydia,2/18/2021,90,9,9.7
Cameron,Victor,6/19/2021,84,9,9.5
Brooks,Frederick,11/18/2019,94,8,8.1
Kelley,Daryl,6/26/2022,98,8,8.1
Grant,Savana,12/28/2019,84,9,9.7
Gray,Natalie,8/27/2021,98,8,8.9
Montgomery,Elian,1/11/2020,82,9,9.5
Wright,Alexander,11/9/2021,84,9,9.2
Crawford,Savana,8/13/2022,87,9,9
Phillips,Joyce,12/2/2021,92,9,9.5
Ferguson,Owen,11/19/2020,82,0,0.3
Ryan,January,1/20/2021,99,8,8.1
Anderson,Kirsten,5/11/2020,86,9,9.4
Sullivan,Chelsea,2/8/2022,87,9,9.7
Thomas,Brianna,4/22/2022,100,9,9.9
Johnston,Ted,9/16/2021,92,9,9.6
Moore,Henry,12/17/2020,83,9,9.4
Watson,Lily,5/16/2020,95,10,10
Warren,Kellan,6/9/2022,90,9,9
Hall,Ned,9/2/2021,87,8,8.3
Miller,Wilson,5/18/2020,92,9,9.2
Armstrong,Michael,9/4/2021,97,9,9.6
Phillips,Ryan,3/8/2021,85,9,9.8
Mitchell,Sienna,11/14/2020,83,10,10
Taylor,Daryl,2/20/2020,100,9,9.6
Wright,Ashton,9/8/2021,96,9,9.3
Scott,Carlos,7/24/2021,93,9,9.9
Evans,Lucia,5/24/2022,85,9,9.4
Mason,Fenton,10/11/2020,83,9,9.3
Jones,Nicholas,7/24/2021,92,9,9.8
Allen,Mary,4/21/2021,96,9,9.1
Farrell,Justin,3/27/2020,94,9,9.1
Murray,Aida,6/18/2021,85,9,9.5
Morrison,Amanda,12/26/2020,92,9,9.6
Nelson,Frederick,12/12/2019,84,10,10
Spencer,Emma,9/2/2021,82,10,10
Douglas,Rafael,2/3/2020,80,9,9.8
Lloyd,Amanda,6/27/2021,88,9,9.5
Ferguson,Abraham,5/2/2021,90,9,9.3
Cooper,Hailey,2/4/2020,92,9,9.9
West,Abraham,1/25/2021,81,9,9
Chapman,Ada,10/25/2021,82,9,9.9
Carter,Daryl,12/1/2021,83,9,9.5
Hunt,Elian,8/27/2021,94,8,8.8
Murray,Amy,2/13/2020,97,8,8.2
Watson,Roman,9/9/2021,96,0,0.8
Johnson,Belinda,4/13/2021,92,10,10
Morgan,Tyler,5/19/2020,80,8,8.8
Thompson,Tara,4/21/2022,98,9,9.2
Gray,Kristian,9/26/2022,83,7,7.6
Taylor,Melanie,1/24/2021,91,9,9.6
West,January,12/9/2020,83,9,9.4
Douglas,Alexia,1/9/2022,83,10,10
Hawkins,Ashton,3/17/2020,100,8,8.5
Phillips,Nicholas,5/15/2022,99,7,7.7
Gibson,January,5/21/2022,96,9,9.1
Howard,Darcy,9/25/2022,88,7,7.4
Montgomery,Byron,3/20/2021,83,9,9.6
Cunningham,Dainton,10/19/2020,99,9,9
Harris,Chester,9/18/2021,97,9,9.2
Thomas,Myra,5/26/2021,98,9,9.5
Ross,Luke,3/14/2021,90,9,9.7
Thomas,Anna,11/29/2019,92,10,10
Wells,Rubie,9/28/2020,96,9,9.8
Cameron,Vincent,12/11/2020,85,10,10
Barnes,Lana,3/25/2020,82,9,9.4
Barnes,Kelvin,12/29/2020,81,9,9
Davis,Kate,7/10/2021,88,9,9.2
Grant,Miller,1/2/2020,90,9,9.3
Tucker,Dexter,12/21/2020,80,9,9.6
Elliott,Annabella,6/17/2022,89,9,9.5
Kelley,Dexter,1/7/2022,93,9,9.5
Anderson,Rosie,10/21/2021,89,10,10
Riley,James,8/29/2020,89,9,9.9
Johnson,Lucy,6/15/2020,100,8,8.7
Owens,Adrianna,11/29/2021,94,9,9.5
Cameron,Jacob,2/19/2020,97,9,9.8
Walker,Chester,1/6/2021,93,9,9.5
Tucker,Tara,4/2/2020,99,9,9.9
Thomas,George,10/4/2021,93,10,10
Hall,Evelyn,7/19/2022,100,9,9.8
Andrews,Ted,6/11/2021,93,8,8
Perry,Andrew,5/16/2021,87,9,9
Richardson,Sam,9/29/2022,80,9,9.1
Wells,Victoria,10/31/2020,87,10,10
Brooks,Rebecca,8/17/2021,96,8,8
Farrell,Vanessa,5/30/2022,83,9,9.1
Reed,Blake,7/16/2021,90,9,9.7
Tucker,Victoria,3/7/2021,80,9,9.1
Morris,Steven,10/25/2020,91,9,9.7
Bailey,Briony,9/5/2022,91,9,9.3
Hill,Daisy,4/3/2021,93,9,9.4
Ellis,Alford,4/23/2021,86,10,10
Hawkins,Adison,7/22/2020,98,10,10
Howard,Sawyer,2/22/2020,81,8,8.6
Craig,Jessica,4/30/2022,85,9,9.2
Kelly,Melissa,4/7/2022,92,9,9.9
Lloyd,Freddie,7/23/2021,98,9,9
Parker,Camila,1/26/2022,83,8,8.2
Cameron,Kelvin,3/2/2021,85,9,9.5
Casey,Paul,2/2/2020,88,8,8.2
Douglas,Maria,5/15/2021,100,9,9.2
Ferguson,Andrew,4/26/2020,97,0,0.9
Harris,Samantha,8/20/2021,94,9,9.7
Holmes,Maximilian,8/31/2021,83,8,8.5
Turner,Sophia,6/27/2020,90,10,10
Casey,Isabella,12/11/2020,83,0,0.9
Campbell,Alisa,11/11/2019,81,9,9.6
Payne,Daisy,8/1/2022,83,10,10
Hamilton,Julia,12/13/2021,85,9,9.8
Ferguson,Stella,9/6/2022,95,10,10
Edwards,Abigail,4/22/2022,86,10,10
West,Kelsey,10/1/2022,87,9,9.9
Baker,Jessica,8/6/2021,80,9,9.6
Fowler,Thomas,4/26/2021,81,9,9.2
Tucker,Adrianna,3/12/2021,100,9,9.1
Moore,Lydia,10/17/2020,91,0,0.2
Carter,Nicole,6/1/2021,86,8,8.1
Walker,Antony,3/27/2022,82,9,9.7
Andrews,Edwin,7/30/2020,95,9,9.9
Hawkins,Steven,5/13/2020,91,10,10
Holmes,Oliver,6/2/2022,80,9,9.9
Wright,Melissa,2/1/2022,82,9,9.5
Morris,Michelle,2/12/2020,96,10,10
Harrison,William,8/9/2020,99,9,9.9
Sullivan,Lydia,3/27/2020,90,8,8.3
Nelson,Fenton,8/11/2022,90,8,8.3
Gray,Julia,9/10/2020,91,9,9.9
Ryan,Elian,2/11/2021,84,9,9.7
Andrews,John,4/19/2020,90,9,9.9
Nelson,Kellan,11/2/2019,87,9,9.8
Perkins,Samantha,9/23/2022,96,8,8.8
Barrett,Lenny,6/28/2020,100,9,9.5
Dixon,Joyce,3/6/2021,87,9,9.9
Ryan,Caroline,8/31/2020,97,9,9
Grant,Samantha,10/1/2021,95,9,9.9
Wilson,Dexter,3/14/2020,87,8,8.4
Perkins,Tyler,10/20/2021,87,9,9
Brown,Nicholas,1/25/2020,92,9,9.7
Carter,Edith,3/5/2020,81,9,9.9
Cunningham,Deanna,7/14/2021,81,9,9.2
Dixon,Natalie,12/2/2021,98,9,9.5
Gray,Justin,8/11/2022,97,10,10
Adams,Amy,8/26/2022,82,9,9.5
Henderson,Chelsea,5/12/2022,98,9,9.7
Ellis,Rafael,7/17/2021,92,9,9.2
Hill,Jared,8/20/2021,84,10,10
Carter,Ashton,5/21/2022,91,9,9.8
Ferguson,Audrey,9/16/2020,97,9,9.7
Wright,Clark,2/15/2020,99,8,8.9
Sullivan,Mike,4/6/2021,81,9,9.2
Barnes,Edwin,7/3/2021,98,7,7.8
Hamilton,Kelvin,11/5/2019,96,9,9.5
Kelly,Oliver,11/12/2019,93,8,8.5
Stevens,Stella,9/17/2022,84,9,9.1
Campbell,Chloe,10/23/2021,87,9,9.7
Ferguson,Camila,2/5/2022,91,8,8.9
Craig,Camila,4/26/2020,98,8,8.6
Ross,Caroline,7/3/2022,85,9,9.8
Mason,Sabrina,9/20/2021,95,9,9
Ross,Kimberly,4/6/2022,89,9,9.2
Davis,Miley,11/6/2020,95,0,0
Howard,Walter,4/5/2021,82,9,9.7
Foster,Naomi,12/30/2020,100,9,9.1
Jones,Alexander,5/10/2022,98,7,7.1
Walker,Kirsten,1/7/2021,83,8,8.9
Allen,Jessica,9/15/2022,85,10,10
Cameron,Eric,8/25/2022,98,8,8
Alexander,Julian,8/5/2020,92,8,8.5
Farrell,Belinda,2/26/2020,81,9,9
Walker,George,10/9/2021,87,8,8.1
Farrell,Emma,11/4/2021,93,9,9.3
Fowler,David,2/17/2021,90,9,9.4
Kelley,Reid,8/17/2022,100,9,9.7
Robinson,Rosie,11/20/2020,96,10,10
Campbell,Kate,2/7/2020,92,8,8.2
Tucker,Kellan,7/14/2022,97,9,9.8
Foster,Tony,1/22/2022,95,9,9.8
Walker,Arianna,11/14/2019,93,10,10
Casey,Brad,4/13/2021,89,7,7.6
Robinson,Brianna,2/25/2020,99,10,10
Harrison,Sam,4/22/2021,94,9,9.7
Wright,Samantha,5/27/2021,100,6,6.5
Robinson,Melanie,6/4/2022,93,7,7.9
Barrett,Charlotte,6/17/2022,99,9,9.7
Cunningham,Elian,9/10/2020,89,8,8.6
Phillips,Arnold,10/4/2021,93,10,10
Miller,Chester,10/27/2020,96,8,8.8
Taylor,Camila,2/13/2022,98,9,9.4
Tucker,Adele,2/7/2022,92,9,9.9
Morris,Vincent,10/19/2021,100,8,8.8
Richards,Rosie,3/20/2021,93,10,10
Harris,Wilson,4/28/2021,96,9,9.3
Clark,Sofia,5/19/2021,95,10,10
Wells,Patrick,12/1/2021,87,10,10
Foster,Walter,2/17/2020,86,9,9.2
Evans,Patrick,12/20/2020,84,9,9.9
Morgan,Wilson,6/22/2020,98,9,9.5
Carroll,Abraham,12/30/2021,82,0,0.9
Barrett,Florrie,4/5/2020,99,10,10
Harris,Lydia,7/23/2022,88,9,9.4
Cameron,Victor,12/19/2020,93,9,9.1
Brooks,Frederick,11/27/2020,88,10,10
Kelley,Daryl,2/27/2021,100,9,9.4
Grant,Savana,5/19/2022,80,9,9.3
Gray,Natalie,12/15/2021,83,9,9
Montgomery,Elian,8/31/2021,81,10,10
Wright,Alexander,5/3/2022,94,8,8.3
Crawford,Savana,5/19/2021,97,8,8.9
Phillips,Joyce,8/19/2021,84,9,9.8
Ferguson,Owen,9/1/2022,86,9,9.4
Ryan,February,4/3/2020,87,8,8.1
Anderson,Kirsten,4/19/2020,88,8,8.4
Sullivan,Chelsea,6/3/2021,100,10,10
Thomas,Brianna,1/28/2020,83,9,9.6
Johnston,Ted,6/20/2020,100,10,10
Moore,Henry,4/9/2020,81,9,9
Watson,Lily,11/14/2021,91,9,9.9
Warren,Kellan,9/6/2021,100,9,9.7
Hall,Ned,1/14/2022,96,9,9.2
Miller,Wilson,6/27/2022,81,8,8.6
Armstrong,Michael,11/15/2021,100,0,0.1
Phillips,Ryan,10/2/2021,87,10,10
Mitchell,Sienna,5/31/2020,83,9,9.5
Taylor,Daryl,4/17/2022,97,8,8.7
Wright,Ashton,8/16/2022,100,10,10
Scott,Carlos,2/21/2020,87,10,10
Evans,Lucia,11/13/2021,90,10,10
Mason,Fenton,2/20/2020,95,10,10
Jones,Nicholas,7/1/2021,86,10,10
Allen,Mary,11/30/2019,88,8,8.1
Farrell,Justin,8/1/2022,88,9,9.8
Murray,Aida,10/16/2021,91,9,9.7
Morrison,Amanda,1/10/2020,90,9,9.6
Nelson,Frederick,8/19/2022,94,9,9
Spencer,Emma,4/25/2021,93,9,9.1
Douglas,Rafael,4/28/2022,87,8,8.4
Lloyd,Amanda,3/24/2021,93,10,10
Ferguson,Abraham,11/14/2020,90,0,0.1
Cooper,Hailey,11/23/2020,93,10,10
West,Abraham,8/28/2021,83,9,9.9
Chapman,Ada,4/2/2021,90,9,9.5
Carter,Daryl,10/28/2020,86,9,9.8
Hunt,Elian,1/12/2022,97,9,9.3
Murray,Amy,7/30/2022,99,10,10
Watson,Roman,12/4/2020,90,10,10
Johnson,Belinda,7/1/2021,81,9,9.4
Morgan,Tyler,4/5/2021,100,8,8.9
Thompson,Tara,3/3/2022,95,9,9.1
Gray,Kristian,5/7/2021,95,6,6.6
Taylor,Melanie,3/28/2022,81,9,9.3
West,February,1/13/2020,89,9,9
Douglas,Alexia,11/3/2019,99,9,9.8
Hawkins,Ashton,12/14/2019,84,9,9.1
Phillips,Nicholas,12/8/2021,83,9,9.4
Gibson,February,10/5/2021,92,8,8.9
Howard,Darcy,10/5/2020,94,0,0.8
Montgomery,Byron,11/23/2019,99,9,9.6
Cunningham,Dainton,2/27/2020,100,9,9.8
Harris,Chester,4/26/2020,100,8,8.3
Thomas,Myra,12/12/2020,92,9,9.5
Ross,Luke,11/19/2020,91,8,8.5
Thomas,Anna,2/21/2022,84,9,9
Wells,Rubie,2/4/2020,93,8,8.6
Cameron,Vincent,11/14/2021,81,9,9.5
Barnes,Lana,9/12/2022,99,9,9.8
Barnes,Kelvin,8/30/2021,91,9,9.5
Davis,Kate,4/3/2022,91,10,10
Grant,Miller,9/28/2022,91,9,9.7
Tucker,Dexter,6/28/2021,89,9,9
Elliott,Annabella,9/5/2021,97,9,9.1
Kelley,Dexter,12/20/2020,85,9,9.9
Anderson,Rosie,8/28/2021,96,9,9.9
Riley,James,2/24/2021,86,9,9.9
Johnson,Lucy,7/25/2020,91,8,8.2
Owens,Adrianna,6/23/2020,91,10,10
Cameron,Jacob,3/12/2022,83,9,9.3
Walker,Chester,6/21/2021,85,9,9.3
Tucker,Tara,6/4/2022,95,9,9.8
Thomas,George,12/9/2019,86,9,9.5
Hall,Evelyn,10/23/2020,100,6,6.3
Andrews,Ted,7/21/2021,99,9,9.2
Perry,Andrew,12/21/2021,84,9,9.8
Richardson,Sam,12/16/2019,90,9,9.5
Wells,Victoria,12/27/2021,81,4,4.8
Brooks,Rebecca,10/1/2021,88,9,9.1
Farrell,Vanessa,1/17/2020,94,9,9.7
Reed,Blake,7/15/2022,81,8,8.2
Tucker,Victoria,1/3/2020,86,8,8.2
Morris,Steven,2/6/2022,99,9,9.7
Bailey,Briony,5/22/2021,88,10,10
Hill,Daisy,11/7/2020,100,8,8.6
Ellis,Alford,1/21/2020,99,8,8
Hawkins,Adison,12/23/2020,84,9,9.3
Howard,Sawyer,5/31/2020,80,9,9
Craig,Jessica,3/1/2021,83,10,10
Kelly,Melissa,7/28/2020,85,9,9.4
Lloyd,Freddie,1/17/2020,96,10,10
Parker,Camila,3/23/2020,87,9,9.2
Cameron,Kelvin,1/6/2020,91,10,10
Casey,Paul,1/13/2022,91,9,9.8
Douglas,Maria,7/20/2020,99,10,10
Ferguson,Andrew,7/13/2021,92,9,9.8
Harris,Samantha,3/10/2022,86,9,9.9
Holmes,Maximilian,6/5/2021,86,9,9.7
Turner,Sophia,3/20/2021,92,9,9.7
Casey,Isabella,1/19/2020,83,9,9.3
Campbell,Alisa,4/19/2021,99,10,10
Payne,Daisy,12/6/2019,91,8,8.5
Hamilton,Julia,12/2/2020,82,10,10
Ferguson,Stella,12/15/2021,100,9,9.4
Edwards,Abigail,11/7/2020,92,9,9.8
West,Kelsey,9/7/2021,89,10,10
Baker,Jessica,12/16/2021,87,8,8.5
Fowler,Thomas,7/2/2020,85,10,10
Tucker,Adrianna,3/6/2021,97,8,8
Moore,Lydia,3/11/2021,84,10,10
Carter,Nicole,1/5/2022,81,9,9.1
Walker,Antony,2/26/2021,95,9,9.3
Andrews,Edwin,11/6/2020,80,0,0.2
Hawkins,Steven,7/2/2021,89,9,9.4
Holmes,Oliver,11/7/2021,96,8,8.5
Wright,Melissa,2/27/2020,97,9,9
Morris,Michelle,9/25/2021,84,10,10
Harrison,William,5/20/2020,99,9,9.6
Sullivan,Lydia,9/4/2020,80,10,10
Nelson,Fenton,8/30/2021,84,9,9.1
Gray,Julia,1/3/2021,91,8,8.2
Ryan,Elian,4/15/2020,82,10,10
Andrews,John,3/8/2021,97,10,10
Nelson,Kellan,6/11/2020,81,9,9
Perkins,Samantha,6/7/2021,82,9,9
Barrett,Lenny,6/16/2022,91,9,9.3
Dixon,Joyce,5/26/2022,81,8,8.3
Ryan,Caroline,4/26/2020,87,10,10
Grant,Samantha,8/21/2020,86,9,9.7
Wilson,Dexter,12/14/2020,98,9,9.2
Perkins,Tyler,2/11/2022,91,9,9.8
Brown,Nicholas,9/1/2021,92,10,10
Carter,Edith,8/7/2022,98,8,8.8
Cunningham,Deanna,1/20/2020,89,10,10
Dixon,Natalie,10/17/2020,89,7,7.1
Gray,Justin,6/7/2020,83,9,9.9
Adams,Amy,1/11/2020,88,8,8.5
Henderson,Chelsea,4/21/2020,81,9,9.3
Ellis,Rafael,2/8/2021,91,9,9.9
Hill,Jared,6/23/2021,84,8,8.6
Carter,Ashton,2/16/2022,89,10,10
Ferguson,Audrey,9/24/2020,85,9,9.2
Wright,Clark,12/4/2021,80,10,10
Sullivan,Mike,6/20/2021,80,8,8.2
Barnes,Edwin,5/25/2022,80,6,6.4
Hamilton,Kelvin,1/6/2022,90,9,9.1
Kelly,Oliver,10/7/2021,88,8,8
Stevens,Stella,11/17/2020,90,8,8.2
Campbell,Chloe,11/17/2019,99,8,8.7
Ferguson,Camila,2/4/2022,87,9,9
Craig,Camila,10/8/2021,92,9,9.7
Ross,Caroline,6/13/2022,100,9,9.5
Mason,Sabrina,1/12/2021,100,9,9.5
Ross,Kimberly,8/25/2021,95,9,9.9
Davis,Miley,2/2/2022,95,9,9.6
Howard,Walter,5/23/2020,95,9,9.9
Foster,Naomi,7/28/2021,86,9,9.8
Jones,Alexander,7/13/2020,100,9,9.8
Walker,Kirsten,2/9/2021,91,9,9
Allen,Jessica,7/12/2020,97,8,8.8
Cameron,Eric,5/7/2020,91,9,9.2
Alexander,Julian,1/1/2022,80,9,9.8
Farrell,Belinda,4/28/2021,81,9,9.5
Walker,George,9/11/2021,94,10,10
Farrell,Emma,6/14/2022,93,8,8
Fowler,David,3/14/2020,95,9,9.1
Kelley,Reid,9/21/2022,97,8,8.1
Robinson,Rosie,12/12/2021,85,9,9
Campbell,Kate,7/5/2020,82,9,9
Tucker,Kellan,1/3/2021,88,9,9.9
Foster,Tony,5/1/2022,95,8,8.3
Walker,Arianna,9/11/2021,95,9,9
Casey,Brad,1/4/2020,90,9,9.1
Robinson,Brianna,4/26/2021,80,0,0.4
Harrison,Sam,8/28/2020,100,9,9.7
Wright,Samantha,12/12/2021,93,9,9.7
Robinson,Melanie,8/24/2021,81,9,9.6
Barrett,Charlotte,3/13/2020,97,9,9.8
Cunningham,Elian,8/29/2020,81,9,9.6
Phillips,Arnold,9/10/2021,98,6,6.6
Miller,Chester,3/24/2020,97,9,9.7
Taylor,Camila,2/22/2020,97,10,10
Tucker,Adele,5/21/2021,90,9,9.4
Morris,Vincent,1/23/2022,84,8,8.9
Richards,Rosie,8/14/2022,96,5,5.5
Harris,Wilson,10/19/2020,87,9,9.9
Clark,Sofia,11/24/2021,98,8,8.7
Wells,Patrick,7/17/2022,91,9,9.9
Foster,Walter,11/20/2019,97,9,9
Evans,Patrick,8/7/2021,91,8,8.6
Morgan,Wilson,6/24/2020,93,9,9.8
Carroll,Abraham,4/16/2022,96,9,9.5
Barrett,Florrie,2/24/2022,83,8,8.6
Harris,Lydia,12/8/2021,88,8,8.2
Cameron,Victor,7/19/2021,86,9,9.5
Brooks,Frederick,2/13/2021,80,9,9
Kelley,Daryl,5/2/2021,84,8,8.2
Grant,Savana,6/8/2022,86,10,10
Gray,Natalie,10/2/2022,90,9,9.1
Montgomery,Elian,1/26/2020,99,10,10
Wright,Alexander,2/8/2022,85,10,10
Crawford,Savana,6/24/2021,80,9,9.9
Phillips,Joyce,8/17/2022,97,9,9.7
Ferguson,Owen,5/18/2021,87,9,9.4
Ryan,March,1/3/2020,89,9,9.4
Anderson,Kirsten,12/5/2019,90,8,8.2
Sullivan,Chelsea,4/1/2022,84,9,9.2
Thomas,Brianna,4/14/2022,94,9,9.6
Johnston,Ted,9/22/2021,94,9,9.9
Moore,Henry,12/21/2020,89,10,10
Watson,Lily,11/11/2020,86,10,10
Warren,Kellan,4/17/2021,86,9,9.1
Hall,Ned,7/12/2022,93,9,9.2
Miller,Wilson,1/30/2020,94,10,10
Armstrong,Michael,9/26/2022,87,9,9.7
Phillips,Ryan,10/9/2021,83,8,8.6
Mitchell,Sienna,8/19/2021,95,8,8.2
Taylor,Daryl,1/10/2022,84,10,10
Wright,Ashton,5/22/2022,99,10,10
Scott,Carlos,7/6/2022,92,9,9.3
